,ESCMAE,RACACOR,CODOCUPMAE,cluster
2044,12 e mais,Branca,Enfermeiro,2
2045,12 e mais,Branca,Enfermeiro,2
2046,12 e mais,Branca,Enfermeiro,2
2047,12 e mais,Preta/Parda,Enfermeiro,2
2048,12 e mais,Branca,Enfermeiro,2
2049,12 e mais,Branca,Enfermeiro,2
2050,12 e mais,Branca,Enfermeiro,2
2051,12 e mais,Branca,Enfermeiro,2
2052,12 e mais,Branca,Enfermeiro,2
2053,12 e mais,Preta/Parda,Enfermeiro,2
2054,12 e mais,Branca,Enfermeiro,2
2055,12 e mais,Preta/Parda,Enfermeiro,2
2056,12 e mais,Branca,Enfermeiro,2
2057,12 e mais,Branca,Enfermeiro,2
2058,12 e mais,Branca,Enfermeiro,2
2059,12 e mais,Preta/Parda,Enfermeiro,2
2060,12 e mais,Branca,Enfermeiro,2
2061,12 e mais,Branca,Enfermeiro,2
2062,12 e mais,Branca,Enfermeiro,2
2063,12 e mais,Preta/Parda,Enfermeiro,2
2064,12 e mais,Branca,Enfermeiro,2
2065,8 a 11 anos,Preta/Parda,Enfermeiro,0
2066,12 e mais,Branca,Enfermeiro,2
2067,12 e mais,Preta/Parda,Enfermeiro,2
2068,12 e mais,Branca,Enfermeiro,2
2069,12 e mais,Branca,Enfermeiro,2
2070,12 e mais,Branca,Enfermeiro,2
2071,12 e mais,Branca,Enfermeiro,2
2072,12 e mais,Branca,Enfermeiro,2
2073,12 e mais,Preta/Parda,Enfermeiro,2
2074,12 e mais,Branca,Enfermeiro,2
2075,12 e mais,Preta/Parda,Enfermeiro,2
2076,12 e mais,Branca,Enfermeiro,2
2077,12 e mais,Preta/Parda,Enfermeiro,2
2078,12 e mais,Branca,Enfermeiro,2
2079,12 e mais,Branca,Enfermeiro,2
2080,12 e mais,Branca,Enfermeiro,2
2081,12 e mais,Branca,Enfermeiro,2
2082,12 e mais,Branca,Enfermeiro,2
2083,12 e mais,Branca,Enfermeiro,2
2084,12 e mais,Preta/Parda,Enfermeiro,2
2085,12 e mais,Branca,Enfermeiro,2
2086,12 e mais,Branca,Enfermeiro,2
2087,12 e mais,Branca,Enfermeiro,2
2088,12 e mais,Branca,Enfermeiro,2
2089,12 e mais,Branca,Enfermeiro,2
2090,12 e mais,Preta/Parda,Enfermeiro,2
2091,12 e mais,Branca,Enfermeiro,2
2092,12 e mais,Branca,Enfermeiro,2
2093,12 e mais,Preta/Parda,Enfermeiro,2
2094,12 e mais,Preta/Parda,Enfermeiro,2
2095,12 e mais,Preta/Parda,Enfermeiro,2
2096,12 e mais,Branca,Enfermeiro,2
2097,12 e mais,Branca,Enfermeiro,2
2098,12 e mais,Preta/Parda,Enfermeiro,2
2099,12 e mais,Preta/Parda,Enfermeiro,2
2100,12 e mais,Branca,Enfermeiro,2
2101,12 e mais,Branca,Enfermeiro,2
2102,12 e mais,Branca,Enfermeiro,2
2103,12 e mais,Preta/Parda,Enfermeiro,2
2104,12 e mais,Preta/Parda,Enfermeiro,2
2105,12 e mais,Branca,Enfermeiro,2
2106,12 e mais,Branca,Enfermeiro,2
2107,12 e mais,Branca,Enfermeiro,2
2108,12 e mais,Branca,Enfermeiro,2
2109,12 e mais,Branca,Enfermeiro,2
2110,12 e mais,Branca,Enfermeiro,2
2111,12 e mais,Branca,Enfermeiro,2
2112,12 e mais,Branca,Enfermeiro,2
2113,12 e mais,Branca,Enfermeiro,2
2114,12 e mais,Branca,Enfermeiro,2
2115,12 e mais,Branca,Enfermeiro,2
2116,12 e mais,Branca,Enfermeiro,2
2117,12 e mais,Branca,Enfermeiro,2
2118,12 e mais,Branca,Enfermeiro,2
2119,12 e mais,Branca,Enfermeiro,2
2120,12 e mais,Branca,Enfermeiro,2
2121,12 e mais,Branca,Enfermeiro,2
2122,12 e mais,Preta/Parda,Enfermeiro,2
2123,12 e mais,Branca,Enfermeiro,2
2124,12 e mais,Branca,Enfermeiro,2
2125,12 e mais,Preta/Parda,Enfermeiro,2
2126,12 e mais,Branca,Enfermeiro,2
2127,12 e mais,Branca,Enfermeiro,2
2128,12 e mais,Preta/Parda,Enfermeiro,2
2129,12 e mais,Branca,Enfermeiro,2
2130,12 e mais,Branca,Enfermeiro,2
2131,12 e mais,Branca,Enfermeiro,2
2132,12 e mais,Branca,Enfermeiro,2
2133,12 e mais,Branca,Enfermeiro,2
2134,12 e mais,Branca,Enfermeiro,2
2135,12 e mais,Branca,Enfermeiro,2
2136,12 e mais,Branca,Enfermeiro,2
2137,12 e mais,Preta/Parda,Enfermeiro,2
2138,12 e mais,Branca,Enfermeiro,2
2139,12 e mais,Branca,Enfermeiro,2
2140,12 e mais,Branca,Enfermeiro,2
2141,12 e mais,Preta/Parda,Enfermeiro,2
2142,12 e mais,Branca,Enfermeiro,2
2143,12 e mais,Branca,Enfermeiro,2
2144,12 e mais,Branca,Enfermeiro,2
2145,12 e mais,Branca,Enfermeiro,2
2146,12 e mais,Branca,Enfermeiro,2
2147,12 e mais,Preta/Parda,Enfermeiro,2
2148,12 e mais,Branca,Enfermeiro,2
2149,12 e mais,Preta/Parda,Enfermeiro,2
2150,12 e mais,Branca,Enfermeiro,2
2151,12 e mais,Preta/Parda,Enfermeiro,2
2152,12 e mais,Branca,Enfermeiro,2
2153,12 e mais,Branca,Enfermeiro,2
2154,12 e mais,Preta/Parda,Enfermeiro,2
2155,12 e mais,Branca,Enfermeiro,2
2156,12 e mais,Branca,Enfermeiro,2
2157,12 e mais,Preta/Parda,Enfermeiro,2
2158,12 e mais,Branca,Enfermeiro,2
2159,12 e mais,Branca,Enfermeiro,2
2160,12 e mais,Branca,Enfermeiro,2
2161,12 e mais,Branca,Enfermeiro,2
2162,12 e mais,Branca,Enfermeiro,2
2163,12 e mais,Preta/Parda,Enfermeiro,2
2164,12 e mais,Branca,Enfermeiro,2
2165,12 e mais,Preta/Parda,Enfermeiro,2
2166,12 e mais,Branca,Enfermeiro,2
2167,12 e mais,Branca,Enfermeiro,2
2168,12 e mais,Preta/Parda,Enfermeiro,2
2169,12 e mais,Branca,Enfermeiro,2
2170,12 e mais,Branca,Enfermeiro,2
2171,12 e mais,Branca,Enfermeiro,2
2172,12 e mais,Branca,Enfermeiro,2
2173,12 e mais,Branca,Enfermeiro,2
2174,12 e mais,Preta/Parda,Enfermeiro,2
2175,12 e mais,Branca,Enfermeiro,2
2176,12 e mais,Branca,Enfermeiro,2
2177,12 e mais,Branca,Enfermeiro,2
2178,12 e mais,Branca,Enfermeiro,2
2179,12 e mais,Preta/Parda,Enfermeiro,2
2180,12 e mais,Preta/Parda,Enfermeiro,2
2181,12 e mais,Branca,Enfermeiro,2
2182,12 e mais,Branca,Enfermeiro,2
2183,12 e mais,Branca,Enfermeiro,2
2184,12 e mais,Branca,Enfermeiro,2
2185,12 e mais,Preta/Parda,Enfermeiro,2
2186,12 e mais,Branca,Enfermeiro,2
2187,12 e mais,Branca,Enfermeiro,2
2188,12 e mais,Branca,Enfermeiro,2
2189,12 e mais,Branca,Enfermeiro,2
2190,12 e mais,Branca,Enfermeiro,2
2191,12 e mais,Preta/Parda,Enfermeiro,2
2192,12 e mais,Branca,Enfermeiro,2
2193,12 e mais,Branca,Enfermeiro,2
2194,12 e mais,Branca,Enfermeiro,2
2195,12 e mais,Branca,Enfermeiro,2
2196,12 e mais,Branca,Enfermeiro,2
2197,12 e mais,Preta/Parda,Enfermeiro,2
2198,12 e mais,Branca,Enfermeiro,2
2199,12 e mais,Branca,Enfermeiro,2
2200,12 e mais,Preta/Parda,Enfermeiro,2
2201,12 e mais,Preta/Parda,Enfermeiro,2
2202,12 e mais,Preta/Parda,Enfermeiro,2
2203,12 e mais,Branca,Enfermeiro,2
2204,12 e mais,Preta/Parda,Enfermeiro,2
2205,12 e mais,Preta/Parda,Enfermeiro,2
2206,12 e mais,Branca,Enfermeiro,2
2207,12 e mais,Branca,Enfermeiro,2
2208,12 e mais,Preta/Parda,Enfermeiro,2
2209,12 e mais,Preta/Parda,Enfermeiro,2
2210,12 e mais,Branca,Enfermeiro,2
2211,12 e mais,Branca,Enfermeiro,2
2212,12 e mais,Branca,Enfermeiro,2
2213,12 e mais,Preta/Parda,Enfermeiro,2
2214,12 e mais,Branca,Enfermeiro,2
2215,12 e mais,Branca,Enfermeiro,2
2216,12 e mais,Preta/Parda,Enfermeiro,2
2217,12 e mais,Branca,Enfermeiro,2
2218,12 e mais,Branca,Enfermeiro,2
2219,12 e mais,Branca,Enfermeiro,2
2220,12 e mais,Branca,Enfermeiro,2
2221,12 e mais,Branca,Enfermeiro,2
2222,12 e mais,Branca,Enfermeiro,2
2223,12 e mais,Branca,Enfermeiro,2
2224,12 e mais,Preta/Parda,Enfermeiro,2
2225,12 e mais,Branca,Enfermeiro,2
2226,12 e mais,Branca,Enfermeiro,2
2227,12 e mais,Branca,Enfermeiro,2
2228,12 e mais,Preta/Parda,Enfermeiro,2
2229,12 e mais,Branca,Enfermeiro,2
2230,12 e mais,Branca,Enfermeiro,2
2231,12 e mais,Branca,Enfermeiro,2
2232,12 e mais,Branca,Enfermeiro,2
2233,12 e mais,Branca,Enfermeiro,2
2234,12 e mais,Preta/Parda,Enfermeiro,2
2235,12 e mais,Branca,Enfermeiro,2
2236,12 e mais,Branca,Enfermeiro,2
2237,12 e mais,Branca,Enfermeiro,2
2238,12 e mais,Branca,Enfermeiro,2
2239,12 e mais,Preta/Parda,Enfermeiro,2
2240,12 e mais,Branca,Enfermeiro,2
2241,12 e mais,Branca,Enfermeiro,2
2242,12 e mais,Preta/Parda,Enfermeiro,2
2243,12 e mais,Preta/Parda,Enfermeiro,2
2244,12 e mais,Preta/Parda,Enfermeiro,2
2245,12 e mais,Branca,Enfermeiro,2
2246,12 e mais,Branca,Enfermeiro,2
2247,12 e mais,Branca,Enfermeiro,2
2248,12 e mais,Branca,Enfermeiro,2
2249,12 e mais,Branca,Enfermeiro,2
2250,12 e mais,Preta/Parda,Enfermeiro,2
2251,12 e mais,Branca,Enfermeiro,2
2252,12 e mais,Preta/Parda,Enfermeiro,2
2253,12 e mais,Preta/Parda,Enfermeiro,2
2254,12 e mais,Branca,Enfermeiro,2
2255,12 e mais,Branca,Enfermeiro,2
2256,12 e mais,Branca,Enfermeiro,2
2257,12 e mais,Branca,Enfermeiro,2
2258,12 e mais,Branca,Enfermeiro,2
2259,12 e mais,Branca,Enfermeiro,2
2260,12 e mais,Branca,Enfermeiro,2
2261,12 e mais,Branca,Enfermeiro,2
2262,12 e mais,Preta/Parda,Enfermeiro,2
2263,12 e mais,Preta/Parda,Enfermeiro,2
2264,12 e mais,Branca,Enfermeiro,2
2265,12 e mais,Branca,Enfermeiro,2
2266,12 e mais,Branca,Enfermeiro,2
2267,12 e mais,Branca,Enfermeiro,2
2268,12 e mais,Branca,Enfermeiro,2
2269,12 e mais,Branca,Enfermeiro,2
2270,12 e mais,Branca,Enfermeiro,2
2271,12 e mais,Preta/Parda,Enfermeiro,2
2272,12 e mais,Branca,Enfermeiro,2
2273,12 e mais,Preta/Parda,Enfermeiro,2
2274,12 e mais,Branca,Enfermeiro,2
2275,12 e mais,Branca,Enfermeiro,2
2276,12 e mais,Branca,Enfermeiro,2
2277,12 e mais,Preta/Parda,Enfermeiro,2
2278,12 e mais,Branca,Enfermeiro,2
2279,12 e mais,Branca,Enfermeiro,2
2280,12 e mais,Branca,Enfermeiro,2
2281,12 e mais,Branca,Enfermeiro,2
2282,12 e mais,Preta/Parda,Enfermeiro,2
2283,12 e mais,Branca,Enfermeiro,2
2284,12 e mais,Branca,Enfermeiro,2
2285,12 e mais,Branca,Enfermeiro,2
2286,12 e mais,Branca,Enfermeiro,2
2287,12 e mais,Branca,Enfermeiro,2
2288,12 e mais,Branca,Enfermeiro,2
2289,12 e mais,Branca,Enfermeiro,2
2290,12 e mais,Branca,Enfermeiro,2
2291,12 e mais,Branca,Enfermeiro,2
2292,12 e mais,Branca,Enfermeiro,2
2293,12 e mais,Branca,Enfermeiro,2
2294,12 e mais,Branca,Enfermeiro,2
2295,12 e mais,Branca,Enfermeiro,2
2296,12 e mais,Preta/Parda,Enfermeiro,2
2297,12 e mais,Branca,Enfermeiro,2
2298,12 e mais,Branca,Enfermeiro,2
2299,12 e mais,Branca,Enfermeiro,2
2300,12 e mais,Preta/Parda,Enfermeiro,2
2301,12 e mais,Branca,Enfermeiro,2
2302,12 e mais,Preta/Parda,Enfermeiro,2
2303,12 e mais,Branca,Enfermeiro,2
2304,12 e mais,Preta/Parda,Enfermeiro,2
2305,12 e mais,Branca,Enfermeiro,2
2306,12 e mais,Branca,Enfermeiro,2
2307,12 e mais,Branca,Enfermeiro,2
2308,12 e mais,Branca,Enfermeiro,2
2309,12 e mais,Preta/Parda,Enfermeiro,2
2310,12 e mais,Branca,Enfermeiro,2
2311,12 e mais,Branca,Enfermeiro,2
2312,12 e mais,Branca,Enfermeiro,2
2313,12 e mais,Branca,Enfermeiro,2
2314,12 e mais,Branca,Enfermeiro,2
2315,12 e mais,Branca,Enfermeiro,2
2316,12 e mais,Preta/Parda,Enfermeiro,2
2317,12 e mais,Branca,Enfermeiro,2
2318,12 e mais,Branca,Enfermeiro,2
2319,12 e mais,Branca,Enfermeiro,2
2320,12 e mais,Branca,Enfermeiro,2
2321,12 e mais,Branca,Enfermeiro,2
2322,12 e mais,Branca,Enfermeiro,2
2323,12 e mais,Branca,Enfermeiro,2
2324,12 e mais,Branca,Enfermeiro,2
2325,12 e mais,Preta/Parda,Enfermeiro,2
2326,12 e mais,Branca,Enfermeiro,2
2327,12 e mais,Preta/Parda,Enfermeiro,2
2328,12 e mais,Branca,Enfermeiro,2
2329,12 e mais,Preta/Parda,Enfermeiro,2
2330,12 e mais,Branca,Enfermeiro,2
2331,12 e mais,Branca,Enfermeiro,2
2332,12 e mais,Preta/Parda,Enfermeiro,2
2333,12 e mais,Branca,Enfermeiro,2
2334,12 e mais,Branca,Enfermeiro,2
2335,12 e mais,Preta/Parda,Enfermeiro,2
2336,12 e mais,Branca,Enfermeiro,2
2337,12 e mais,Branca,Enfermeiro,2
2338,12 e mais,Branca,Enfermeiro,2
2339,12 e mais,Branca,Enfermeiro,2
2340,12 e mais,Branca,Enfermeiro,2
2341,12 e mais,Branca,Enfermeiro,2
2342,12 e mais,Branca,Enfermeiro,2
2343,12 e mais,Branca,Enfermeiro,2
2344,12 e mais,Preta/Parda,Enfermeiro,2
2345,12 e mais,Preta/Parda,Enfermeiro,2
2346,12 e mais,Branca,Enfermeiro,2
2347,12 e mais,Branca,Enfermeiro,2
2348,12 e mais,Branca,Enfermeiro,2
2349,12 e mais,Branca,Enfermeiro,2
2350,12 e mais,Branca,Enfermeiro,2
2351,12 e mais,Preta/Parda,Enfermeiro,2
2352,12 e mais,Branca,Enfermeiro,2
2353,12 e mais,Branca,Enfermeiro,2
2354,12 e mais,Branca,Enfermeiro,2
2355,12 e mais,Branca,Enfermeiro,2
2356,12 e mais,Branca,Enfermeiro,2
2357,12 e mais,Branca,Enfermeiro,2
2358,12 e mais,Branca,Enfermeiro,2
2359,12 e mais,Branca,Enfermeiro,2
2360,12 e mais,Preta/Parda,Enfermeiro,2
2361,12 e mais,Branca,Enfermeiro,2
2362,12 e mais,Branca,Enfermeiro,2
2363,12 e mais,Branca,Enfermeiro,2
2364,8 a 11 anos,Preta/Parda,Enfermeiro,0
2365,12 e mais,Branca,Enfermeiro,2
2366,12 e mais,Branca,Enfermeiro,2
2367,12 e mais,Branca,Enfermeiro,2
2368,12 e mais,Branca,Enfermeiro,2
2369,12 e mais,Branca,Enfermeiro,2
2370,12 e mais,Branca,Enfermeiro,2
2371,12 e mais,Preta/Parda,Enfermeiro,2
2372,12 e mais,Preta/Parda,Enfermeiro,2
2373,12 e mais,Preta/Parda,Enfermeiro,2
2374,12 e mais,Preta/Parda,Enfermeiro,2
2375,12 e mais,Preta/Parda,Enfermeiro,2
2376,12 e mais,Branca,Enfermeiro,2
2377,12 e mais,Preta/Parda,Enfermeiro,2
2378,12 e mais,Branca,Enfermeiro,2
2379,12 e mais,Branca,Enfermeiro,2
2380,12 e mais,Branca,Enfermeiro,2
2381,12 e mais,Branca,Enfermeiro,2
2382,12 e mais,Branca,Enfermeiro,2
2383,12 e mais,Branca,Enfermeiro,2
2384,12 e mais,Branca,Enfermeiro,2
2385,12 e mais,Branca,Enfermeiro,2
2386,12 e mais,Preta/Parda,Enfermeiro,2
2387,12 e mais,Branca,Enfermeiro,2
2388,12 e mais,Branca,Enfermeiro,2
2389,12 e mais,Branca,Enfermeiro,2
2390,12 e mais,Branca,Enfermeiro,2
2391,12 e mais,Branca,Enfermeiro,2
2392,12 e mais,Branca,Enfermeiro,2
2393,12 e mais,Branca,Enfermeiro,2
2394,12 e mais,Branca,Enfermeiro,2
2395,12 e mais,Preta/Parda,Enfermeiro,2
2396,12 e mais,Branca,Enfermeiro,2
2397,12 e mais,Branca,Enfermeiro,2
2398,12 e mais,Branca,Enfermeiro,2
2399,12 e mais,Branca,Enfermeiro,2
2400,12 e mais,Branca,Enfermeiro,2
2401,12 e mais,Branca,Enfermeiro,2
2402,12 e mais,Branca,Enfermeiro,2
2403,12 e mais,Branca,Enfermeiro,2
2404,12 e mais,Preta/Parda,Enfermeiro,2
2405,12 e mais,Branca,Enfermeiro,2
2406,12 e mais,Branca,Enfermeiro,2
2407,12 e mais,Branca,Enfermeiro,2
2408,12 e mais,Preta/Parda,Enfermeiro,2
2409,12 e mais,Preta/Parda,Enfermeiro,2
2410,12 e mais,Branca,Enfermeiro,2
2411,12 e mais,Preta/Parda,Enfermeiro,2
2412,12 e mais,Branca,Enfermeiro,2
2413,12 e mais,Branca,Enfermeiro,2
2414,12 e mais,Branca,Enfermeiro,2
2415,12 e mais,Preta/Parda,Enfermeiro,2
2416,8 a 11 anos,Preta/Parda,Enfermeiro,0
2417,12 e mais,Branca,Enfermeiro,2
2418,12 e mais,Branca,Enfermeiro,2
2419,12 e mais,Preta/Parda,Enfermeiro,2
2420,12 e mais,Branca,Enfermeiro,2
2421,12 e mais,Preta/Parda,Enfermeiro,2
2422,12 e mais,Branca,Enfermeiro,2
2423,12 e mais,Branca,Enfermeiro,2
2424,12 e mais,Branca,Enfermeiro,2
2425,12 e mais,Branca,Enfermeiro,2
2426,12 e mais,Branca,Enfermeiro,2
2427,12 e mais,Preta/Parda,Enfermeiro,2
2428,12 e mais,Branca,Enfermeiro,2
2429,12 e mais,Branca,Enfermeiro,2
2430,12 e mais,Branca,Enfermeiro,2
2431,12 e mais,Branca,Enfermeiro,2
2432,12 e mais,Branca,Enfermeiro,2
2433,12 e mais,Branca,Enfermeiro,2
2434,12 e mais,Branca,Enfermeiro,2
2435,12 e mais,Preta/Parda,Enfermeiro,2
2436,12 e mais,Branca,Enfermeiro,2
2437,12 e mais,Branca,Enfermeiro,2
2438,12 e mais,Branca,Enfermeiro,2
2439,12 e mais,Preta/Parda,Enfermeiro,2
2440,12 e mais,Branca,Enfermeiro,2
2441,12 e mais,Preta/Parda,Enfermeiro,2
2442,12 e mais,Branca,Enfermeiro,2
2443,12 e mais,Preta/Parda,Enfermeiro,2
2444,12 e mais,Branca,Enfermeiro,2
2445,12 e mais,Branca,Enfermeiro,2
2446,12 e mais,Branca,Enfermeiro,2
2447,12 e mais,Branca,Enfermeiro,2
2448,12 e mais,Branca,Enfermeiro,2
2449,12 e mais,Preta/Parda,Enfermeiro,2
2450,12 e mais,Branca,Enfermeiro,2
2451,12 e mais,Branca,Enfermeiro,2
2452,12 e mais,Preta/Parda,Enfermeiro,2
2453,12 e mais,Branca,Enfermeiro,2
2454,12 e mais,Branca,Enfermeiro,2
2455,12 e mais,Branca,Enfermeiro,2
2456,12 e mais,Branca,Enfermeiro,2
2457,12 e mais,Branca,Enfermeiro,2
2458,12 e mais,Preta/Parda,Enfermeiro,2
2459,12 e mais,Branca,Enfermeiro,2
2460,12 e mais,Branca,Enfermeiro,2
2461,12 e mais,Branca,Enfermeiro,2
2462,12 e mais,Branca,Enfermeiro,2
2463,12 e mais,Branca,Enfermeiro,2
2464,12 e mais,Branca,Enfermeiro,2
2465,12 e mais,Preta/Parda,Enfermeiro,2
2466,12 e mais,Preta/Parda,Enfermeiro,2
2467,12 e mais,Branca,Enfermeiro,2
2468,12 e mais,Branca,Enfermeiro,2
2469,12 e mais,Branca,Enfermeiro,2
2470,12 e mais,Branca,Enfermeiro,2
2471,12 e mais,Branca,Enfermeiro,2
2472,12 e mais,Preta/Parda,Enfermeiro,2
2473,12 e mais,Preta/Parda,Enfermeiro,2
2474,12 e mais,Branca,Enfermeiro,2
2475,12 e mais,Preta/Parda,Enfermeiro,2
2476,12 e mais,Branca,Enfermeiro,2
2477,12 e mais,Branca,Enfermeiro,2
2478,12 e mais,Branca,Enfermeiro,2
2479,12 e mais,Branca,Enfermeiro,2
2480,12 e mais,Branca,Enfermeiro,2
2481,12 e mais,Branca,Enfermeiro,2
2482,12 e mais,Branca,Enfermeiro,2
2483,12 e mais,Branca,Enfermeiro,2
2484,12 e mais,Branca,Enfermeiro,2
2485,12 e mais,Branca,Enfermeiro,2
2486,12 e mais,Preta/Parda,Enfermeiro,2
2487,12 e mais,Branca,Enfermeiro,2
2488,12 e mais,Branca,Enfermeiro,2
2489,12 e mais,Branca,Enfermeiro,2
2490,12 e mais,Branca,Enfermeiro,2
2491,12 e mais,Branca,Enfermeiro,2
2492,12 e mais,Branca,Enfermeiro,2
2493,12 e mais,Branca,Enfermeiro,2
2494,12 e mais,Branca,Enfermeiro,2
2495,12 e mais,Branca,Enfermeiro,2
2496,12 e mais,Branca,Enfermeiro,2
2497,12 e mais,Branca,Enfermeiro,2
2498,12 e mais,Branca,Enfermeiro,2
2499,12 e mais,Branca,Enfermeiro,2
2500,12 e mais,Branca,Psicólogo clínico,3
2501,12 e mais,Branca,Psicólogo clínico,3
2502,12 e mais,Preta/Parda,Psicólogo clínico,3
2503,12 e mais,Branca,Psicólogo clínico,3
2504,12 e mais,Branca,Psicólogo clínico,3
2505,12 e mais,Branca,Psicólogo clínico,3
2506,12 e mais,Branca,Psicólogo clínico,3
2507,12 e mais,Branca,Psicólogo clínico,3
2508,12 e mais,Branca,Psicólogo clínico,3
2509,12 e mais,Branca,Psicólogo clínico,3
2510,12 e mais,Preta/Parda,Psicólogo clínico,3
2511,12 e mais,Branca,Psicólogo clínico,3
2512,12 e mais,Branca,Psicólogo clínico,3
2513,12 e mais,Branca,Psicólogo clínico,3
2514,12 e mais,Branca,Psicólogo clínico,3
2515,12 e mais,Branca,Psicólogo clínico,3
2516,12 e mais,Branca,Psicólogo clínico,3
2517,12 e mais,Branca,Psicólogo clínico,3
2518,12 e mais,Branca,Psicólogo clínico,3
2519,12 e mais,Branca,Psicólogo clínico,3
2520,12 e mais,Branca,Psicólogo clínico,3
2521,12 e mais,Branca,Psicólogo clínico,3
2522,12 e mais,Branca,Psicólogo clínico,3
2523,12 e mais,Branca,Psicólogo clínico,3
2524,12 e mais,Branca,Psicólogo clínico,3
2525,12 e mais,Branca,Psicólogo clínico,3
2526,12 e mais,Branca,Psicólogo clínico,3
2527,12 e mais,Preta/Parda,Psicólogo clínico,3
2528,12 e mais,Preta/Parda,Psicólogo clínico,3
2529,12 e mais,Branca,Psicólogo clínico,3
2530,12 e mais,Branca,Psicólogo clínico,3
2531,12 e mais,Preta/Parda,Psicólogo clínico,3
2532,12 e mais,Preta/Parda,Psicólogo clínico,3
2533,12 e mais,Branca,Psicólogo clínico,3
2534,12 e mais,Branca,Psicólogo clínico,3
2535,12 e mais,Branca,Psicólogo clínico,3
2536,12 e mais,Branca,Psicólogo clínico,3
2537,12 e mais,Branca,Psicólogo clínico,3
2538,12 e mais,Branca,Psicólogo clínico,3
2539,12 e mais,Branca,Psicólogo clínico,3
2540,12 e mais,Branca,Psicólogo clínico,3
2541,12 e mais,Branca,Psicólogo clínico,3
2542,12 e mais,Branca,Psicólogo clínico,3
2543,12 e mais,Branca,Psicólogo clínico,3
2544,12 e mais,Branca,Psicólogo clínico,3
2545,12 e mais,Branca,Psicólogo clínico,3
2546,12 e mais,Branca,Psicólogo clínico,3
2547,12 e mais,Branca,Psicólogo clínico,3
2548,12 e mais,Branca,Psicólogo clínico,3
2549,12 e mais,Branca,Psicólogo clínico,3
2550,12 e mais,Branca,Psicólogo clínico,3
2551,12 e mais,Branca,Psicólogo clínico,3
2552,12 e mais,Branca,Psicólogo clínico,3
2553,12 e mais,Branca,Psicólogo clínico,3
2554,12 e mais,Branca,Psicólogo clínico,3
2555,12 e mais,Branca,Psicólogo clínico,3
2556,12 e mais,Branca,Psicólogo clínico,3
2557,12 e mais,Branca,Psicólogo clínico,3
2558,12 e mais,Branca,Psicólogo clínico,3
2559,12 e mais,Preta/Parda,Psicólogo clínico,3
2560,12 e mais,Branca,Psicólogo clínico,3
2561,12 e mais,Preta/Parda,Psicólogo clínico,3
2562,12 e mais,Branca,Psicólogo clínico,3
2563,12 e mais,Branca,Psicólogo clínico,3
2564,12 e mais,Branca,Psicólogo clínico,3
2565,12 e mais,Branca,Psicólogo clínico,3
2566,12 e mais,Branca,Psicólogo clínico,3
2567,12 e mais,Branca,Psicólogo clínico,3
2568,12 e mais,Branca,Psicólogo clínico,3
2569,12 e mais,Branca,Psicólogo clínico,3
2570,12 e mais,Branca,Psicólogo clínico,3
2571,12 e mais,Branca,Psicólogo clínico,3
2572,12 e mais,Branca,Psicólogo clínico,3
2573,12 e mais,Branca,Psicólogo clínico,3
2574,12 e mais,Branca,Psicólogo clínico,3
2575,12 e mais,Branca,Psicólogo clínico,3
2576,12 e mais,Branca,Psicólogo clínico,3
2577,12 e mais,Branca,Psicólogo clínico,3
2578,12 e mais,Branca,Psicólogo clínico,3
2579,12 e mais,Branca,Psicólogo clínico,3
2580,12 e mais,Preta/Parda,Psicólogo clínico,3
2581,12 e mais,Branca,Psicólogo clínico,3
2582,12 e mais,Branca,Psicólogo clínico,3
2583,12 e mais,Branca,Psicólogo clínico,3
2584,12 e mais,Branca,Psicólogo clínico,3
2585,12 e mais,Branca,Psicólogo clínico,3
2586,12 e mais,Branca,Psicólogo clínico,3
2587,12 e mais,Branca,Psicólogo clínico,3
2588,12 e mais,Branca,Psicólogo clínico,3
2589,12 e mais,Branca,Psicólogo clínico,3
2590,12 e mais,Branca,Psicólogo clínico,3
2591,12 e mais,Branca,Psicólogo clínico,3
2592,12 e mais,Branca,Psicólogo clínico,3
2593,12 e mais,Branca,Psicólogo clínico,3
2594,12 e mais,Branca,Psicólogo clínico,3
2595,12 e mais,Branca,Psicólogo clínico,3
2596,12 e mais,Branca,Psicólogo clínico,3
2597,12 e mais,Branca,Psicólogo clínico,3
2598,12 e mais,Branca,Psicólogo clínico,3
2599,12 e mais,Branca,Psicólogo clínico,3
2600,12 e mais,Branca,Psicólogo clínico,3
2601,12 e mais,Branca,Psicólogo clínico,3
2602,12 e mais,Branca,Psicólogo clínico,3
2603,12 e mais,Branca,Psicólogo clínico,3
2604,12 e mais,Branca,Psicólogo clínico,3
2605,12 e mais,Branca,Psicólogo clínico,3
2606,12 e mais,Branca,Psicólogo clínico,3
2607,12 e mais,Branca,Psicólogo clínico,3
2608,12 e mais,Branca,Psicólogo clínico,3
2609,12 e mais,Branca,Psicólogo clínico,3
2610,12 e mais,Branca,Psicólogo clínico,3
2611,12 e mais,Preta/Parda,Psicólogo clínico,3
2612,12 e mais,Branca,Psicólogo clínico,3
2613,12 e mais,Branca,Psicólogo clínico,3
2614,12 e mais,Branca,Psicólogo clínico,3
2615,12 e mais,Preta/Parda,Psicólogo clínico,3
2616,12 e mais,Branca,Psicólogo clínico,3
2617,12 e mais,Branca,Psicólogo clínico,3
2618,12 e mais,Branca,Psicólogo clínico,3
