,ESCMAE,RACACOR,CODOCUPMAE,cluster
2619,12 e mais,Branca,Psicólogo clínico,3
2620,12 e mais,Branca,Psicólogo clínico,3
2621,12 e mais,Branca,Psicólogo clínico,3
2622,12 e mais,Branca,Psicólogo clínico,3
2623,12 e mais,Branca,Psicólogo clínico,3
2624,12 e mais,Branca,Psicólogo clínico,3
2625,12 e mais,Branca,Psicólogo clínico,3
2626,12 e mais,Preta/Parda,Psicólogo clínico,3
2627,12 e mais,Branca,Psicólogo clínico,3
2628,12 e mais,Branca,Psicólogo clínico,3
2629,12 e mais,Branca,Psicólogo clínico,3
2630,12 e mais,Preta/Parda,Psicólogo clínico,3
2631,12 e mais,Branca,Psicólogo clínico,3
2632,12 e mais,Branca,Psicólogo clínico,3
2633,12 e mais,Branca,Psicólogo clínico,3
2634,12 e mais,Branca,Psicólogo clínico,3
2635,12 e mais,Branca,Psicólogo clínico,3
2636,12 e mais,Branca,Psicólogo clínico,3
2637,12 e mais,Branca,Psicólogo clínico,3
2638,12 e mais,Branca,Psicólogo clínico,3
2639,12 e mais,Branca,Psicólogo clínico,3
2640,12 e mais,Branca,Psicólogo clínico,3
2641,12 e mais,Branca,Psicólogo clínico,3
2642,12 e mais,Branca,Psicólogo clínico,3
2643,12 e mais,Branca,Psicólogo clínico,3
2644,12 e mais,Preta/Parda,Psicólogo clínico,3
2645,12 e mais,Branca,Psicólogo clínico,3
2646,12 e mais,Branca,Psicólogo clínico,3
2647,12 e mais,Branca,Psicólogo clínico,3
2648,12 e mais,Branca,Psicólogo clínico,3
2649,12 e mais,Branca,Psicólogo clínico,3
2650,12 e mais,Branca,Psicólogo clínico,3
2651,12 e mais,Branca,Psicólogo clínico,3
2652,12 e mais,Branca,Psicólogo clínico,3
2653,12 e mais,Branca,Psicólogo clínico,3
2654,12 e mais,Branca,Psicólogo clínico,3
2655,12 e mais,Branca,Psicólogo clínico,3
2656,12 e mais,Branca,Psicólogo clínico,3
2657,12 e mais,Preta/Parda,Psicólogo clínico,3
2658,12 e mais,Branca,Psicólogo clínico,3
2659,12 e mais,Branca,Psicólogo clínico,3
2660,12 e mais,Branca,Psicólogo clínico,3
2661,12 e mais,Branca,Psicólogo clínico,3
2662,12 e mais,Branca,Psicólogo clínico,3
2663,12 e mais,Branca,Psicólogo clínico,3
2664,12 e mais,Preta/Parda,Psicólogo clínico,3
2665,12 e mais,Branca,Psicólogo clínico,3
2666,12 e mais,Branca,Psicólogo clínico,3
2667,12 e mais,Branca,Psicólogo clínico,3
2668,12 e mais,Branca,Psicólogo clínico,3
2669,12 e mais,Branca,Psicólogo clínico,3
2670,12 e mais,Branca,Psicólogo clínico,3
2671,12 e mais,Branca,Psicólogo clínico,3
2672,12 e mais,Branca,Psicólogo clínico,3
2673,12 e mais,Branca,Psicólogo clínico,3
2674,12 e mais,Preta/Parda,Psicólogo clínico,3
2675,12 e mais,Preta/Parda,Psicólogo clínico,3
2676,12 e mais,Branca,Psicólogo clínico,3
2677,12 e mais,Branca,Psicólogo clínico,3
2678,12 e mais,Branca,Psicólogo clínico,3
2679,12 e mais,Branca,Psicólogo clínico,3
2680,12 e mais,Branca,Psicólogo clínico,3
2681,12 e mais,Branca,Psicólogo clínico,3
2682,12 e mais,Branca,Psicólogo clínico,3
2683,12 e mais,Branca,Psicólogo clínico,3
2684,12 e mais,Branca,Psicólogo clínico,3
2685,12 e mais,Branca,Psicólogo clínico,3
2686,12 e mais,Branca,Psicólogo clínico,3
2687,12 e mais,Branca,Psicólogo clínico,3
2688,12 e mais,Branca,Psicólogo clínico,3
2689,12 e mais,Branca,Psicólogo clínico,3
2690,12 e mais,Preta/Parda,Psicólogo clínico,3
2691,12 e mais,Branca,Psicólogo clínico,3
2692,12 e mais,Branca,Psicólogo clínico,3
2693,12 e mais,Branca,Psicólogo clínico,3
2694,12 e mais,Branca,Psicólogo clínico,3
2695,12 e mais,Branca,Psicólogo clínico,3
2696,12 e mais,Branca,Psicólogo clínico,3
2697,12 e mais,Branca,Psicólogo clínico,3
2698,12 e mais,Branca,Psicólogo clínico,3
2699,12 e mais,Branca,Psicólogo clínico,3
2700,12 e mais,Branca,Psicólogo clínico,3
2701,12 e mais,Preta/Parda,Psicólogo clínico,3
2702,12 e mais,Branca,Psicólogo clínico,3
2703,12 e mais,Branca,Psicólogo clínico,3
2704,12 e mais,Branca,Psicólogo clínico,3
2705,12 e mais,Branca,Psicólogo clínico,3
2706,12 e mais,Branca,Psicólogo clínico,3
2707,12 e mais,Branca,Psicólogo clínico,3
2708,12 e mais,Branca,Psicólogo clínico,3
2709,12 e mais,Branca,Psicólogo clínico,3
2710,12 e mais,Branca,Psicólogo clínico,3
2711,12 e mais,Branca,Psicólogo clínico,3
2712,12 e mais,Branca,Psicólogo clínico,3
2713,12 e mais,Branca,Psicólogo clínico,3
2714,12 e mais,Preta/Parda,Psicólogo clínico,3
2715,12 e mais,Branca,Psicólogo clínico,3
2716,12 e mais,Branca,Psicólogo clínico,3
2717,12 e mais,Branca,Psicólogo clínico,3
2718,12 e mais,Branca,Psicólogo clínico,3
2719,12 e mais,Branca,Psicólogo clínico,3
2720,12 e mais,Branca,Psicólogo clínico,3
2721,12 e mais,Preta/Parda,Psicólogo clínico,3
2722,12 e mais,Branca,Psicólogo clínico,3
2723,12 e mais,Branca,Psicólogo clínico,3
2724,12 e mais,Preta/Parda,Psicólogo clínico,3
2725,12 e mais,Branca,Psicólogo clínico,3
2726,12 e mais,Branca,Psicólogo clínico,3
2727,12 e mais,Branca,Psicólogo clínico,3
2728,12 e mais,Branca,Psicólogo clínico,3
2729,12 e mais,Branca,Psicólogo clínico,3
2730,12 e mais,Branca,Psicólogo clínico,3
2731,12 e mais,Preta/Parda,Psicólogo clínico,3
2732,12 e mais,Branca,Psicólogo clínico,3
2733,12 e mais,Branca,Psicólogo clínico,3
2734,12 e mais,Branca,Psicólogo clínico,3
2735,12 e mais,Branca,Psicólogo clínico,3
2736,12 e mais,Branca,Psicólogo clínico,3
2737,12 e mais,Branca,Psicólogo clínico,3
2738,12 e mais,Branca,Psicólogo clínico,3
2739,12 e mais,Branca,Psicólogo clínico,3
2740,12 e mais,Branca,Psicólogo clínico,3
2741,12 e mais,Branca,Psicólogo clínico,3
2742,12 e mais,Branca,Psicólogo clínico,3
2743,12 e mais,Branca,Psicólogo clínico,3
2744,12 e mais,Branca,Psicólogo clínico,3
2745,12 e mais,Branca,Psicólogo clínico,3
2746,12 e mais,Branca,Psicólogo clínico,3
2747,12 e mais,Branca,Psicólogo clínico,3
2748,12 e mais,Branca,Psicólogo clínico,3
2749,12 e mais,Preta/Parda,Psicólogo clínico,3
2750,12 e mais,Branca,Psicólogo clínico,3
2751,12 e mais,Branca,Psicólogo clínico,3
2752,12 e mais,Preta/Parda,Psicólogo clínico,3
2753,12 e mais,Branca,Psicólogo clínico,3
2754,12 e mais,Branca,Psicólogo clínico,3
2755,12 e mais,Preta/Parda,Psicólogo clínico,3
2756,12 e mais,Branca,Psicólogo clínico,3
2757,12 e mais,Branca,Psicólogo clínico,3
2758,12 e mais,Branca,Psicólogo clínico,3
2759,12 e mais,Branca,Psicólogo clínico,3
2760,12 e mais,Branca,Psicólogo clínico,3
2761,12 e mais,Branca,Psicólogo clínico,3
2762,12 e mais,Branca,Psicólogo clínico,3
2763,12 e mais,Branca,Psicólogo clínico,3
2764,12 e mais,Branca,Psicólogo clínico,3
2765,12 e mais,Branca,Psicólogo clínico,3
2766,12 e mais,Preta/Parda,Psicólogo clínico,3
2767,12 e mais,Branca,Psicólogo clínico,3
2768,12 e mais,Branca,Psicólogo clínico,3
2769,12 e mais,Preta/Parda,Psicólogo clínico,3
2770,12 e mais,Branca,Psicólogo clínico,3
2771,12 e mais,Branca,Psicólogo clínico,3
2772,12 e mais,Branca,Psicólogo clínico,3
2773,12 e mais,Preta/Parda,Psicólogo clínico,3
2774,12 e mais,Preta/Parda,Psicólogo clínico,3
2775,12 e mais,Branca,Psicólogo clínico,3
2776,12 e mais,Branca,Psicólogo clínico,3
2777,12 e mais,Branca,Psicólogo clínico,3
2778,12 e mais,Branca,Psicólogo clínico,3
2779,12 e mais,Branca,Psicólogo clínico,3
2780,12 e mais,Branca,Psicólogo clínico,3
2781,12 e mais,Branca,Psicólogo clínico,3
2782,12 e mais,Preta/Parda,Psicólogo clínico,3
2783,12 e mais,Branca,Psicólogo clínico,3
2784,12 e mais,Branca,Psicólogo clínico,3
2785,12 e mais,Branca,Psicólogo clínico,3
2786,12 e mais,Branca,Psicólogo clínico,3
2787,12 e mais,Branca,Psicólogo clínico,3
2788,12 e mais,Branca,Psicólogo clínico,3
2789,12 e mais,Preta/Parda,Psicólogo clínico,3
2790,12 e mais,Branca,Psicólogo clínico,3
2791,12 e mais,Branca,Psicólogo clínico,3
2792,12 e mais,Branca,Psicólogo clínico,3
2793,12 e mais,Branca,Psicólogo clínico,3
2794,12 e mais,Branca,Psicólogo clínico,3
2795,12 e mais,Branca,Psicólogo clínico,3
2796,12 e mais,Branca,Psicólogo clínico,3
2797,12 e mais,Branca,Psicólogo clínico,3
2798,12 e mais,Branca,Psicólogo clínico,3
2799,12 e mais,Branca,Psicólogo clínico,3
2800,12 e mais,Branca,Psicólogo clínico,3
2801,12 e mais,Branca,Psicólogo clínico,3
2802,12 e mais,Branca,Psicólogo clínico,3
2803,12 e mais,Branca,Psicólogo clínico,3
2804,12 e mais,Preta/Parda,Psicólogo clínico,3
2805,12 e mais,Branca,Psicólogo clínico,3
2806,12 e mais,Branca,Psicólogo clínico,3
2807,12 e mais,Branca,Psicólogo clínico,3
2808,12 e mais,Branca,Psicólogo clínico,3
2809,12 e mais,Preta/Parda,Psicólogo clínico,3
2810,12 e mais,Branca,Psicólogo clínico,3
2811,12 e mais,Branca,Psicólogo clínico,3
2812,12 e mais,Branca,Psicólogo clínico,3
2813,12 e mais,Branca,Psicólogo clínico,3
2814,12 e mais,Branca,Psicólogo clínico,3
2815,12 e mais,Branca,Psicólogo clínico,3
2816,12 e mais,Branca,Psicólogo clínico,3
2817,12 e mais,Branca,Psicólogo clínico,3
2818,12 e mais,Branca,Psicólogo clínico,3
2819,12 e mais,Branca,Psicólogo clínico,3
2820,12 e mais,Preta/Parda,Psicólogo clínico,3
2821,12 e mais,Branca,Psicólogo clínico,3
2822,12 e mais,Branca,Psicólogo clínico,3
2823,12 e mais,Branca,Psicólogo clínico,3
2824,12 e mais,Branca,Psicólogo clínico,3
2825,12 e mais,Preta/Parda,Psicólogo clínico,3
2826,12 e mais,Branca,Psicólogo clínico,3
2827,12 e mais,Branca,Psicólogo clínico,3
2828,12 e mais,Branca,Psicólogo clínico,3
2829,12 e mais,Branca,Psicólogo clínico,3
2830,12 e mais,Branca,Psicólogo clínico,3
2831,12 e mais,Branca,Psicólogo clínico,3
2832,12 e mais,Branca,Psicólogo clínico,3
2833,12 e mais,Branca,Psicólogo clínico,3
2834,12 e mais,Branca,Psicólogo clínico,3
2835,12 e mais,Branca,Psicólogo clínico,3
2836,12 e mais,Branca,Psicólogo clínico,3
2837,12 e mais,Branca,Psicólogo clínico,3
2838,12 e mais,Branca,Psicólogo clínico,3
2839,12 e mais,Branca,Psicólogo clínico,3
2840,12 e mais,Branca,Psicólogo clínico,3
2841,12 e mais,Branca,Psicólogo clínico,3
2842,12 e mais,Branca,Psicólogo clínico,3
2843,12 e mais,Branca,Psicólogo clínico,3
2844,12 e mais,Branca,Psicólogo clínico,3
2845,12 e mais,Preta/Parda,Psicólogo clínico,3
2846,12 e mais,Branca,Psicólogo clínico,3
2847,12 e mais,Preta/Parda,Psicólogo clínico,3
2848,12 e mais,Branca,Psicólogo clínico,3
2849,12 e mais,Branca,Psicólogo clínico,3
2850,12 e mais,Branca,Psicólogo clínico,3
2851,12 e mais,Branca,Psicólogo clínico,3
2852,12 e mais,Branca,Psicólogo clínico,3
2853,12 e mais,Branca,Psicólogo clínico,3
2854,12 e mais,Branca,Psicólogo clínico,3
2855,12 e mais,Branca,Psicólogo clínico,3
2856,12 e mais,Branca,Psicólogo clínico,3
2857,12 e mais,Branca,Psicólogo clínico,3
2858,12 e mais,Branca,Psicólogo clínico,3
2859,12 e mais,Branca,Psicólogo clínico,3
2860,12 e mais,Branca,Psicólogo clínico,3
2861,12 e mais,Branca,Psicólogo clínico,3
2862,12 e mais,Branca,Psicólogo clínico,3
2863,12 e mais,Branca,Psicólogo clínico,3
2864,12 e mais,Branca,Psicólogo clínico,3
2865,12 e mais,Branca,Psicólogo clínico,3
2866,12 e mais,Branca,Psicólogo clínico,3
2867,12 e mais,Branca,Psicólogo clínico,3
2868,12 e mais,Branca,Psicólogo clínico,3
2869,12 e mais,Branca,Psicólogo clínico,3
2870,12 e mais,Branca,Psicólogo clínico,3
2871,12 e mais,Branca,Psicólogo clínico,3
2872,12 e mais,Branca,Psicólogo clínico,3
2873,12 e mais,Branca,Psicólogo clínico,3
2874,12 e mais,Branca,Psicólogo clínico,3
2875,12 e mais,Branca,Psicólogo clínico,3
2876,12 e mais,Branca,Psicólogo clínico,3
2877,12 e mais,Preta/Parda,Psicólogo clínico,3
2878,12 e mais,Branca,Psicólogo clínico,3
2879,12 e mais,Branca,Psicólogo clínico,3
2880,12 e mais,Preta/Parda,Psicólogo clínico,3
2881,12 e mais,Branca,Psicólogo clínico,3
2882,12 e mais,Branca,Psicólogo clínico,3
2883,12 e mais,Branca,Psicólogo clínico,3
2884,12 e mais,Branca,Psicólogo clínico,3
2885,12 e mais,Branca,Psicólogo clínico,3
2886,12 e mais,Preta/Parda,Psicólogo clínico,3
2887,12 e mais,Branca,Psicólogo clínico,3
2888,12 e mais,Branca,Psicólogo clínico,3
2889,12 e mais,Branca,Psicólogo clínico,3
2890,12 e mais,Branca,Psicólogo clínico,3
2891,12 e mais,Branca,Psicólogo clínico,3
2892,12 e mais,Branca,Psicólogo clínico,3
2893,12 e mais,Branca,Psicólogo clínico,3
2894,12 e mais,Branca,Psicólogo clínico,3
2895,12 e mais,Branca,Psicólogo clínico,3
2896,12 e mais,Branca,Psicólogo clínico,3
2897,12 e mais,Branca,Psicólogo clínico,3
2898,12 e mais,Branca,Psicólogo clínico,3
2899,12 e mais,Branca,Psicólogo clínico,3
2900,12 e mais,Preta/Parda,Psicólogo clínico,3
2901,12 e mais,Branca,Psicólogo clínico,3
2902,12 e mais,Branca,Psicólogo clínico,3
2903,12 e mais,Preta/Parda,Psicólogo clínico,3
2904,12 e mais,Branca,Psicólogo clínico,3
2905,12 e mais,Branca,Psicólogo clínico,3
2906,12 e mais,Branca,Psicólogo clínico,3
2907,12 e mais,Branca,Psicólogo clínico,3
2908,12 e mais,Branca,Psicólogo clínico,3
2909,12 e mais,Branca,Psicólogo clínico,3
2910,12 e mais,Branca,Psicólogo clínico,3
2911,12 e mais,Preta/Parda,Psicólogo clínico,3
2912,12 e mais,Preta/Parda,Psicólogo clínico,3
2913,12 e mais,Branca,Psicólogo clínico,3
2914,12 e mais,Branca,Psicólogo clínico,3
2915,12 e mais,Branca,Psicólogo clínico,3
2916,12 e mais,Branca,Psicólogo clínico,3
2917,12 e mais,Preta/Parda,Psicólogo clínico,3
2918,12 e mais,Branca,Psicólogo clínico,3
2919,12 e mais,Branca,Psicólogo clínico,3
2920,12 e mais,Preta/Parda,Psicólogo clínico,3
2921,12 e mais,Branca,Psicólogo clínico,3
2922,12 e mais,Branca,Psicólogo clínico,3
2923,12 e mais,Branca,Psicólogo clínico,3
2924,12 e mais,Branca,Psicólogo clínico,3
2925,12 e mais,Branca,Psicólogo clínico,3
2926,12 e mais,Branca,Psicólogo clínico,3
2927,12 e mais,Preta/Parda,Psicólogo clínico,3
2928,12 e mais,Branca,Psicólogo clínico,3
2929,12 e mais,Preta/Parda,Psicólogo clínico,3
2930,12 e mais,Branca,Psicólogo clínico,3
2931,12 e mais,Preta/Parda,Psicólogo clínico,3
2932,12 e mais,Preta/Parda,Psicólogo clínico,3
2933,12 e mais,Branca,Psicólogo clínico,3
2934,12 e mais,Branca,Psicólogo clínico,3
2935,12 e mais,Preta/Parda,Psicólogo clínico,3
2936,12 e mais,Branca,Psicólogo clínico,3
2937,12 e mais,Branca,Psicólogo clínico,3
2938,12 e mais,Branca,Psicólogo clínico,3
2939,12 e mais,Branca,Psicólogo clínico,3
2940,12 e mais,Branca,Psicólogo clínico,3
2941,12 e mais,Branca,Psicólogo clínico,3
2942,12 e mais,Branca,Psicólogo clínico,3
2943,12 e mais,Branca,Psicólogo clínico,3
2944,12 e mais,Branca,Psicólogo clínico,3
2945,12 e mais,Preta/Parda,Psicólogo clínico,3
2946,12 e mais,Branca,Psicólogo clínico,3
2947,12 e mais,Branca,Psicólogo clínico,3
2948,12 e mais,Branca,Psicólogo clínico,3
2949,12 e mais,Branca,Psicólogo clínico,3
2950,12 e mais,Branca,Psicólogo clínico,3
2951,12 e mais,Branca,Psicólogo clínico,3
2952,12 e mais,Branca,Psicólogo clínico,3
2953,12 e mais,Branca,Psicólogo clínico,3
2954,12 e mais,Branca,Psicólogo clínico,3
2955,12 e mais,Branca,Psicólogo clínico,3
2956,12 e mais,Preta/Parda,Psicólogo clínico,3
2957,12 e mais,Branca,Psicólogo clínico,3
2958,12 e mais,Branca,Psicólogo clínico,3
2959,12 e mais,Preta/Parda,Psicólogo clínico,3
2960,12 e mais,Preta/Parda,Psicólogo clínico,3
2961,12 e mais,Branca,Psicólogo clínico,3
2962,12 e mais,Preta/Parda,Psicólogo clínico,3
2963,12 e mais,Branca,Psicólogo clínico,3
2964,12 e mais,Branca,Psicólogo clínico,3
2965,12 e mais,Branca,Psicólogo clínico,3
2966,12 e mais,Branca,Psicólogo clínico,3
2967,12 e mais,Branca,Psicólogo clínico,3
2968,12 e mais,Branca,Psicólogo clínico,3
2969,12 e mais,Branca,Psicólogo clínico,3
2970,12 e mais,Branca,Psicólogo clínico,3
2971,12 e mais,Branca,Psicólogo clínico,3
2972,12 e mais,Branca,Psicólogo clínico,3
2973,12 e mais,Branca,Psicólogo clínico,3
2974,12 e mais,Preta/Parda,Psicólogo clínico,3
2975,12 e mais,Branca,Psicólogo clínico,3
2976,12 e mais,Branca,Psicólogo clínico,3
2977,12 e mais,Branca,Psicólogo clínico,3
2978,12 e mais,Branca,Psicólogo clínico,3
2979,12 e mais,Preta/Parda,Psicólogo clínico,3
2980,12 e mais,Branca,Psicólogo clínico,3
2981,12 e mais,Branca,Psicólogo clínico,3
2982,12 e mais,Preta/Parda,Psicólogo clínico,3
2983,12 e mais,Branca,Psicólogo clínico,3
2984,12 e mais,Branca,Psicólogo clínico,3
2985,12 e mais,Branca,Psicólogo clínico,3
2986,12 e mais,Preta/Parda,Psicólogo clínico,3
2987,12 e mais,Branca,Psicólogo clínico,3
2988,12 e mais,Branca,Psicólogo clínico,3
2989,12 e mais,Preta/Parda,Psicólogo clínico,3
2990,12 e mais,Branca,Psicólogo clínico,3
2991,12 e mais,Branca,Psicólogo clínico,3
2992,12 e mais,Branca,Psicólogo clínico,3
2993,12 e mais,Branca,Psicólogo clínico,3
2994,12 e mais,Branca,Psicólogo clínico,3
2995,12 e mais,Branca,Psicólogo clínico,3
2996,12 e mais,Branca,Psicólogo clínico,3
2997,12 e mais,Branca,Psicólogo clínico,3
2998,12 e mais,Branca,Psicólogo clínico,3
2999,12 e mais,Branca,Psicólogo clínico,3
